,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
408358,24,Male,62,4-Year,White,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
408408,7,Female,46,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
408432,23,Male,60,2-Year,White,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
408445,4,Female,55,2-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408458,38,Female,73,4-Year,Black,20k - 30k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
408476,19,Female,38,4-Year,Asian,40k - 50k,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1]
408479,14,Male,21,Some College,White,Prefer not to say,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
408483,11,Female,44,High School Graduate,Hispanic,150k+,Domestic Partnership,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
408485,31,Female,59,2-Year,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
408557,15,Male,50,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
408568,11,Male,61,High School Graduate,Mixed,Prefer not to say,Single / Never Married,Don't Know,Strongly Disapprove,Not Sure,[Democrat / Candidate 1]
408573,1,Female,66,4-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
408595,11,Female,50,No HS,Mixed,10k - 20k,Separated,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
408620,7,Male,53,4-Year,White,60k - 70k,Divorced,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
408628,32,Female,52,Some College,White,30k - 40k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
408632,37,Male,65,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408641,3,Female,58,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Approve,Not Sure,[Democrat / Candidate 1]
408653,38,Female,56,High School Graduate,Hispanic,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
408659,43,Female,46,Post-Grad,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
408669,38,Male,63,Post-Grad,Asian,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
408679,52,Female,55,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
408696,2,Female,66,Some College,White,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
408700,29,Female,46,Some College,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
408725,7,Female,23,Some College,White,80k - 100k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408734,17,Male,23,Some College,Asian,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
408737,4,Female,62,4-Year,White,150k+,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408760,40,Female,57,2-Year,Hispanic,10k - 20k,Divorced,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
408776,32,Male,51,2-Year,Hispanic,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
408797,17,Male,33,Post-Grad,Asian,80k - 100k,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
408806,26,Male,64,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
408814,36,Female,63,High School Graduate,White,10k - 20k,Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
408845,2,Male,33,Some College,White,120k - 150k,Divorced,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
408846,48,Female,43,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
408850,6,Female,45,2-Year,White,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
408852,39,Female,82,High School Graduate,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408856,30,Male,59,Post-Grad,White,Less than 10k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
408858,4,Female,43,2-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
408868,22,Female,47,Post-Grad,Mixed,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
408904,26,Male,61,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
408906,19,Female,37,Some College,Asian,80k - 100k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1]
408934,3,Female,45,4-Year,White,30k - 40k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
408950,1,Male,59,Post-Grad,Other,10k - 20k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
408956,4,Male,80,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408968,6,Female,47,Some College,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
408992,24,Female,75,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
408996,5,Female,55,No HS,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
408999,12,Male,66,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
409014,27,Female,59,4-Year,Hispanic,80k - 100k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
409051,14,Female,60,High School Graduate,Black,Less than 10k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
409052,31,Female,60,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
409056,51,Male,31,4-Year,Hispanic,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
409059,36,Male,53,2-Year,White,60k - 70k,Domestic Partnership,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
409075,39,Female,38,Some College,White,40k - 50k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
409105,43,Female,67,High School Graduate,Black,10k - 20k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1]
409108,37,Male,57,High School Graduate,Black,40k - 50k,Divorced,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
409123,26,Female,78,No HS,White,20k - 30k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
409143,19,Male,39,4-Year,Mixed,Less than 10k,Domestic Partnership,Most of the time,Strongly Disapprove,Liberal,[Republican / Candidate 2]
409144,36,Female,59,4-Year,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
409145,43,Female,69,Some College,Black,40k - 50k,Domestic Partnership,Hardly at all,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
409167,35,Female,36,2-Year,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
409178,8,Female,45,4-Year,Hispanic,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
409185,52,Male,48,Some College,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
409193,49,Female,53,4-Year,White,30k - 40k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
409215,35,Female,43,High School Graduate,Hispanic,30k - 40k,Married,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Democrat / Candidate 1]
409217,26,Male,58,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
409218,14,Female,47,Some College,Asian,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
409247,23,Female,65,No HS,Black,10k - 20k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
409250,38,Male,57,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
409264,52,Female,21,Some College,White,Less than 10k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
409272,34,Male,39,4-Year,Asian,70k - 80k,Divorced,Hardly at all,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
409274,10,Female,50,Some College,White,80k - 100k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
409276,34,Female,40,Some College,White,50k - 60k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
409287,45,Female,33,4-Year,White,100k - 120k,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
409288,15,Male,43,Post-Grad,Asian,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
409304,26,Female,64,2-Year,White,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
409309,38,Male,51,High School Graduate,Hispanic,Prefer not to say,Single / Never Married,Some of the time,Strongly Approve,Very Conservative,[Democrat / Candidate 1]
409310,44,Female,46,High School Graduate,Hispanic,20k - 30k,Single / Never Married,Don't Know,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
409317,23,Female,40,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
409334,14,Male,47,Post-Grad,Mixed,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
409338,26,Female,41,High School Graduate,White,Less than 10k,Divorced,Only now and then,Never Heard / Not Sure,Very Conservative,[Republican / Candidate 2]
409346,52,Male,25,Post-Grad,White,60k - 70k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
409379,12,Male,56,Some College,Asian,100k - 120k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
409388,27,Female,29,4-Year,Asian,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
409407,16,Male,49,High School Graduate,Hispanic,20k - 30k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
409408,5,Male,64,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
409417,1,Male,61,2-Year,White,30k - 40k,Married,Hardly at all,Never Heard / Not Sure,Conservative,[Republican / Candidate 2]
409435,16,Male,71,Post-Grad,Hispanic,Prefer not to say,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
409463,6,Male,63,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
409465,41,Male,64,Some College,Hispanic,40k - 50k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
409640,31,Female,48,4-Year,Asian,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
409688,6,Female,71,High School Graduate,White,Prefer not to say,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
409722,4,Male,40,4-Year,White,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2]
409768,19,Male,64,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
409775,3,Male,62,Some College,White,Prefer not to say,Domestic Partnership,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
409798,4,Male,78,Some College,Hispanic,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
409853,15,Male,70,Post-Grad,Mixed,150k+,Married,Most of the time,Strongly Disapprove,Moderate,I Did Not Vote In This Race
409876,36,Male,83,4-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
409942,21,Female,60,High School Graduate,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
409975,39,Female,78,High School Graduate,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
410026,33,Female,29,2-Year,White,80k - 100k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
410027,43,Male,62,Some College,Hispanic,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
410031,52,Male,54,4-Year,Asian,70k - 80k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
410063,42,Male,44,High School Graduate,Other,80k - 100k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,Not Sure
410076,15,Female,37,2-Year,White,70k - 80k,Divorced,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
410119,3,Male,58,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
410166,33,Male,58,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
410250,5,Female,50,Some College,White,10k - 20k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
410265,50,Male,55,2-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
410266,52,Female,80,Some College,White,Prefer not to say,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
410297,8,Male,58,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
410298,2,Male,65,High School Graduate,Native American,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
410394,11,Female,63,Post-Grad,White,120k - 150k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
410398,36,Female,30,Some College,White,30k - 40k,Married,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
410441,3,Female,36,4-Year,Black,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
410443,13,Male,29,Some College,Mixed,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
410449,50,Male,42,Some College,White,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
