,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov,voted_gov_num
1359,13,Male,46,Some College,Mixed,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1360,28,Male,50,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
1361,53,Female,28,4-Year,White,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1362,42,Female,43,High School Graduate,White,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
1363,38,Female,47,High School Graduate,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1364,45,Male,29,2-Year,Asian,100k - 120k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1365,51,Female,30,High School Graduate,White,30k - 40k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
1366,25,Female,33,Some College,White,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1367,48,Female,71,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1368,8,Female,32,2-Year,Hispanic,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
1369,9,Female,32,Some College,Black,Less than 10k,Married,Hardly at all,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1370,17,Male,53,4-Year,Mixed,120k - 150k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
1371,5,Female,61,Post-Grad,Black,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1372,22,Male,47,Post-Grad,Hispanic,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1373,5,Male,57,Some College,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1374,37,Male,43,4-Year,Asian,60k - 70k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1375,5,Male,70,Some College,Black,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1376,43,Female,49,Post-Grad,Asian,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1377,4,Female,31,Some College,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1378,30,Female,61,2-Year,Black,70k - 80k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
1379,43,Female,64,Some College,Black,10k - 20k,Separated,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
1380,50,Female,43,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1381,25,Female,29,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
1382,19,Male,36,4-Year,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
1383,2,Female,73,4-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1384,16,Female,30,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1385,13,Male,29,Post-Grad,White,60k - 70k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1386,49,Male,87,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1387,5,Female,32,2-Year,White,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
1388,39,Female,24,4-Year,Asian,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1389,45,Male,26,4-Year,Hispanic,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1390,23,Male,57,Some College,Other,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1391,13,Male,31,4-Year,White,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1392,42,Female,31,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1393,7,Female,59,4-Year,Asian,120k - 150k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1394,27,Male,35,4-Year,Asian,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1],0
1395,26,Male,72,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1396,37,Male,39,4-Year,Asian,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1397,18,Female,28,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1398,39,Male,78,4-Year,Asian,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1399,35,Male,32,2-Year,Hispanic,70k - 80k,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1400,42,Female,60,High School Graduate,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1401,4,Female,69,4-Year,Other,Prefer not to say,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1402,39,Female,27,4-Year,White,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
1403,47,Female,54,2-Year,Black,10k - 20k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1404,19,Male,34,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
1405,44,Female,57,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1],0
1406,1,Male,85,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1407,35,Female,60,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1408,14,Male,50,Post-Grad,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1409,28,Female,78,Some College,White,20k - 30k,Divorced,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1],0
1410,25,Male,44,Some College,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1411,13,Female,53,4-Year,Other,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
1412,23,Female,40,Post-Grad,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1413,3,Female,33,2-Year,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1414,18,Female,30,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1415,13,Male,81,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
1416,47,Female,44,4-Year,Hispanic,50k - 60k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1417,33,Female,62,4-Year,White,80k - 100k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1418,22,Male,36,High School Graduate,Mixed,20k - 30k,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
1419,25,Female,31,2-Year,White,20k - 30k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1420,8,Female,37,2-Year,Asian,60k - 70k,Married,Some of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2],1
1421,12,Female,41,Post-Grad,Asian,50k - 60k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1422,29,Male,72,High School Graduate,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1423,36,Male,63,2-Year,White,20k - 30k,Separated,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1424,42,Female,52,2-Year,Mixed,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1425,7,Female,23,4-Year,White,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2],1
1426,37,Male,37,4-Year,Hispanic,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1427,8,Female,42,2-Year,Hispanic,30k - 40k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1428,17,Female,29,4-Year,White,20k - 30k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2],1
1429,12,Female,39,Post-Grad,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
1430,3,Female,36,High School Graduate,White,Prefer not to say,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
1432,13,Male,23,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
1433,31,Male,26,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
1434,10,Female,53,4-Year,Black,Prefer not to say,Single / Never Married,Hardly at all,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1435,9,Female,78,2-Year,Black,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1436,28,Female,30,4-Year,Hispanic,50k - 60k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
1438,28,Female,38,4-Year,Asian,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1439,18,Female,31,4-Year,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
1440,18,Male,68,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1441,29,Male,66,High School Graduate,Hispanic,40k - 50k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
1442,24,Female,54,Some College,Mixed,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
1443,4,Male,80,Some College,Native American,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1444,12,Male,39,4-Year,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Republican / Candidate 2],1
1445,9,Male,56,High School Graduate,White,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1446,7,Male,54,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1448,32,Female,52,Post-Grad,Mixed,60k - 70k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1449,23,Male,58,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1450,52,Male,26,4-Year,Middle Eastern,120k - 150k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1451,30,Male,41,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1452,42,Female,63,High School Graduate,White,10k - 20k,Married,Only now and then,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1453,53,Female,63,Post-Grad,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1454,37,Male,33,Post-Grad,White,120k - 150k,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1455,41,Female,36,4-Year,Hispanic,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1456,28,Male,50,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1457,3,Female,62,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1458,36,Male,54,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1459,13,Male,55,Post-Grad,White,150k+,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
1460,30,Male,39,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1461,7,Male,47,4-Year,Mixed,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1462,30,Female,30,4-Year,White,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1463,4,Male,73,High School Graduate,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
1464,33,Male,44,4-Year,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1465,9,Male,54,4-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1466,1,Male,59,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1467,28,Male,47,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1468,4,Female,76,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
1469,33,Male,35,4-Year,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
1470,24,Male,61,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1471,23,Female,53,High School Graduate,White,30k - 40k,Separated,Most of the time,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
1472,36,Male,43,4-Year,White,Prefer not to say,Separated,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
1473,50,Male,73,High School Graduate,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
1474,9,Female,72,Some College,Black,60k - 70k,Widowed,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1475,4,Female,60,Some College,Hispanic,70k - 80k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
1476,21,Female,28,4-Year,Hispanic,60k - 70k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
1477,18,Female,40,4-Year,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
1478,13,Male,58,High School Graduate,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
1479,6,Male,32,4-Year,Mixed,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2],1
1480,23,Female,43,Post-Grad,Black,10k - 20k,Married,Most of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
1481,43,Female,78,High School Graduate,White,40k - 50k,Widowed,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
1482,50,Female,59,High School Graduate,White,80k - 100k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
