,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,ownhome,pid3,voted_gov
38573,30,Male,54,Some College,White,100k - 120k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
38574,1,Female,57,2-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38575,3,Female,51,2-Year,Mixed,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
38576,51,Female,56,Some College,White,Less than 10k,Widowed,Most of the time,Strongly Disapprove,Moderate,Rent,Independent,[Republican / Candidate 2]
38577,11,Male,55,4-Year,White,80k - 100k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38578,52,Male,34,Post-Grad,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38579,36,Female,61,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38580,47,Female,53,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38581,2,Male,49,Some College,White,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38583,29,Male,52,2-Year,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38584,49,Male,61,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38586,2,Male,44,2-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,Rent,Other,[Republican / Candidate 2]
38587,11,Female,65,High School Graduate,White,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38588,41,Female,57,4-Year,Black,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38589,52,Female,47,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38590,15,Male,70,Some College,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38591,34,Male,37,Post-Grad,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,Own,Democrat,[Democrat / Candidate 1]
38592,30,Female,69,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38593,42,Female,74,High School Graduate,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38594,48,Male,73,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38595,13,Male,63,4-Year,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38596,18,Female,72,4-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38597,50,Female,55,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
38598,48,Female,66,Some College,White,Prefer not to say,Married,Hardly at all,Approve / Somewhat Approve,Not Sure,Own,Democrat,[Democrat / Candidate 1]
38599,23,Male,87,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38600,50,Female,56,No HS,White,Less than 10k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38601,14,Male,53,2-Year,White,50k - 60k,Divorced,Some of the time,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
38602,4,Male,82,Post-Grad,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Republican,[Democrat / Candidate 1]
38603,23,Female,51,No HS,White,Prefer not to say,Divorced,Don't Know,Approve / Somewhat Approve,Very Conservative,Rent,Republican,I Did Not Vote In This Race
38604,4,Male,78,Post-Grad,White,40k - 50k,Widowed,Most of the time,Strongly Approve,Very Liberal,Other,Democrat,[Democrat / Candidate 1]
38605,52,Male,61,High School Graduate,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Conservative,Other,Independent,[Republican / Candidate 2]
38606,30,Female,57,Some College,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Conservative,Other,Republican,[Republican / Candidate 2]
38607,10,Female,65,2-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38608,1,Female,70,Some College,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38609,8,Male,72,Some College,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38610,9,Male,55,2-Year,Other,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38611,27,Male,46,4-Year,Other,80k - 100k,Married,Some of the time,Strongly Disapprove,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
38612,24,Female,69,Post-Grad,White,40k - 50k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Other,[Democrat / Candidate 1]
38613,28,Female,60,2-Year,White,40k - 50k,Separated,Some of the time,Strongly Approve,Moderate,Other,Democrat,[Democrat / Candidate 1]
38614,8,Male,53,Some College,Middle Eastern,Less than 10k,Single / Never Married,Only now and then,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
38615,45,Male,30,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38616,5,Male,59,2-Year,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38618,1,Female,68,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38619,6,Male,69,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38620,16,Female,67,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Moderate,Rent,Democrat,[Republican / Candidate 2]
38621,2,Female,86,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38622,24,Female,61,High School Graduate,Other,10k - 20k,Single / Never Married,Some of the time,Strongly Disapprove,Not Sure,Own,Democrat,[Democrat / Candidate 1]
38623,1,Female,47,Some College,White,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Conservative,Rent,Republican,[Democrat / Candidate 1]
38624,11,Male,68,High School Graduate,White,60k - 70k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38625,31,Female,63,High School Graduate,White,Prefer not to say,Single / Never Married,Hardly at all,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38626,25,Female,83,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38627,5,Female,57,4-Year,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38628,23,Female,63,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38629,8,Male,69,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38631,18,Male,31,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Conservative,Own,Democrat,[Democrat / Candidate 1]
38632,49,Male,78,2-Year,White,150k+,Married,Some of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38633,20,Male,66,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38634,24,Male,48,4-Year,White,150k+,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38635,25,Female,50,Some College,White,40k - 50k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Republican,[Republican / Candidate 2]
38638,32,Female,57,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Moderate,Own,Other,[Democrat / Candidate 1]
38639,21,Female,68,Some College,White,20k - 30k,Widowed,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38640,49,Male,59,Some College,White,120k - 150k,Married,Some of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38641,48,Female,67,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38642,13,Female,72,Post-Grad,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38643,50,Female,56,Some College,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
38644,26,Female,70,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38645,11,Male,55,4-Year,Black,120k - 150k,Married,Most of the time,Strongly Approve,Conservative,Own,Independent,[Democrat / Candidate 1]
38646,36,Female,66,Some College,White,10k - 20k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38647,4,Male,74,4-Year,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
38648,27,Female,68,4-Year,White,100k - 120k,Separated,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38649,43,Male,54,Post-Grad,Asian,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
38650,19,Female,63,Some College,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38651,12,Female,58,4-Year,White,70k - 80k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38652,49,Female,76,Some College,White,50k - 60k,Divorced,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38653,5,Female,38,Some College,Mixed,70k - 80k,Divorced,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38654,36,Male,70,4-Year,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Disapprove,Very Conservative,Own,Other,[Republican / Candidate 2]
38655,6,Female,60,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
38656,44,Male,70,2-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
38658,48,Female,73,High School Graduate,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38659,13,Male,59,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
38660,13,Female,40,Some College,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38661,25,Female,38,4-Year,White,120k - 150k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Democrat,[Republican / Candidate 2]
38662,30,Male,42,Post-Grad,White,60k - 70k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
38663,20,Female,75,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38665,30,Male,67,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38666,4,Female,88,Some College,White,Prefer not to say,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
38667,18,Female,54,Post-Grad,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Other,I Did Not Vote In This Race
38668,30,Female,59,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38669,5,Female,74,4-Year,White,120k - 150k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38670,39,Male,36,Some College,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38671,49,Female,69,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38672,3,Male,60,Some College,White,Prefer not to say,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Democrat / Candidate 1]
38673,12,Male,65,High School Graduate,White,80k - 100k,Divorced,Most of the time,Strongly Disapprove,Liberal,Rent,Republican,[Republican / Candidate 2]
38674,12,Male,74,High School Graduate,White,20k - 30k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Very Liberal,Rent,Other,[Democrat / Candidate 1]
38675,20,Male,52,4-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38676,16,Male,65,4-Year,Asian,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
38677,26,Female,75,Some College,White,60k - 70k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38678,18,Female,77,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38679,42,Male,85,Post-Grad,Other,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
38680,28,Female,46,2-Year,White,40k - 50k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Republican / Candidate 2]
38681,53,Male,54,Some College,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
38682,5,Female,58,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38684,14,Female,62,Post-Grad,Native American,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38685,5,Male,59,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38686,27,Male,81,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38687,13,Female,75,4-Year,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
38688,14,Female,49,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Other,Independent,[Republican / Candidate 2]
38690,43,Female,71,4-Year,White,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
38691,15,Female,53,High School Graduate,White,60k - 70k,Domestic Partnership,Hardly at all,Approve / Somewhat Approve,Not Sure,Own,Democrat,[Republican / Candidate 2]
38692,47,Female,51,Post-Grad,White,100k - 120k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Democrat / Candidate 1]
38693,49,Male,39,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,Own,Independent,[Democrat / Candidate 1]
38694,39,Male,28,4-Year,White,80k - 100k,Married,Only now and then,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
38695,42,Male,83,Some College,White,10k - 20k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
38697,18,Female,62,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38698,36,Male,82,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
38699,30,Male,73,High School Graduate,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
38700,14,Female,75,High School Graduate,White,Prefer not to say,Widowed,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
