,dist,cong,gender,birthyr,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
411109,50,115,Female,1993,25,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411113,51,115,Female,1968,50,High School Graduate,White,20k - 30k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
411120,11,115,Male,1955,63,Some College,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
411171,36,115,Male,1973,45,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
411193,28,115,Female,1967,51,4-Year,White,50k - 60k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
411198,5,115,Female,1957,61,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
411216,19,115,Female,1938,80,4-Year,White,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
411221,25,115,Male,1974,44,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
411226,6,115,Female,1958,60,Some College,White,60k - 70k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
411227,53,115,Male,1968,50,Some College,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
411232,45,115,Female,1989,29,Post-Grad,White,Prefer not to say,Married,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
411234,51,115,Male,1964,54,Some College,White,20k - 30k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
411253,16,115,Female,1991,27,Some College,Mixed,Prefer not to say,Single / Never Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
411278,14,115,Male,1979,39,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
411300,45,115,Female,1931,87,High School Graduate,White,Prefer not to say,Divorced,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411309,33,115,Female,1994,24,4-Year,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
411311,50,115,Male,1993,25,4-Year,White,10k - 20k,Single / Never Married,Most of the time,Strongly Disapprove,Very Liberal,I Did Not Vote In This Race
411325,31,115,Male,1946,72,High School Graduate,White,70k - 80k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
411358,50,115,Male,1995,23,Some College,White,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
411375,51,115,Male,1954,64,2-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
411378,26,115,Female,1948,70,High School Graduate,White,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
411410,2,115,Female,1970,48,4-Year,White,70k - 80k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
411413,22,115,Female,1964,54,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411420,6,115,Female,1946,72,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
411503,18,115,Female,1957,61,4-Year,Hispanic,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
411504,24,115,Female,1975,43,Post-Grad,White,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
411513,10,115,Female,1985,33,High School Graduate,White,30k - 40k,Domestic Partnership,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2]
411612,6,115,Female,1967,51,No HS,White,Less than 10k,Widowed,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
411640,17,115,Male,1981,37,Some College,Black,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
411643,43,115,Female,1942,76,Some College,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
411673,45,115,Male,1961,57,4-Year,White,60k - 70k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411675,42,115,Female,1945,73,High School Graduate,Hispanic,20k - 30k,Divorced,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
411678,2,115,Male,1968,50,2-Year,White,20k - 30k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411690,49,115,Male,1970,48,High School Graduate,White,70k - 80k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
411717,51,115,Female,1984,34,4-Year,White,50k - 60k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
411724,39,115,Female,1953,65,2-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
411749,49,115,Female,1985,33,4-Year,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
411763,36,115,Female,1942,76,High School Graduate,White,50k - 60k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411775,43,115,Male,1972,46,2-Year,Hispanic,10k - 20k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
411777,13,115,Female,1988,30,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
411780,27,115,Male,1963,55,4-Year,Asian,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
411785,7,115,Female,1964,54,2-Year,White,50k - 60k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
411787,33,115,Male,1982,36,Post-Grad,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
411800,19,115,Female,1967,51,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
411818,1,115,Male,1952,66,4-Year,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411879,25,115,Female,1945,73,Some College,White,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
411897,35,115,Male,1989,29,4-Year,White,Prefer not to say,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
411901,15,115,Male,1948,70,No HS,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
411938,38,115,Male,1961,57,High School Graduate,Black,Prefer not to say,Divorced,Only now and then,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1]
411956,33,115,Male,1984,34,4-Year,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Very Conservative,[Republican / Candidate 2]
411972,52,115,Female,1964,54,4-Year,Other,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
411983,53,115,Female,1959,59,Some College,White,10k - 20k,Divorced,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
412005,31,115,Female,1976,42,High School Graduate,Hispanic,40k - 50k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
412063,12,115,Male,1941,77,Post-Grad,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
412088,13,115,Male,1972,46,Some College,Mixed,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
412092,28,115,Male,1968,50,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
412121,53,115,Female,1990,28,4-Year,White,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
412133,42,115,Female,1975,43,High School Graduate,White,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
412212,38,115,Female,1971,47,High School Graduate,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
412216,45,115,Male,1989,29,2-Year,Asian,100k - 120k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
412222,51,115,Female,1988,30,High School Graduate,White,30k - 40k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
412227,25,115,Female,1985,33,Some College,White,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
412228,48,115,Female,1947,71,4-Year,White,40k - 50k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
412278,8,115,Female,1986,32,2-Year,Hispanic,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
412295,9,115,Female,1986,32,Some College,Black,Less than 10k,Married,Hardly at all,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
412309,17,115,Male,1965,53,4-Year,Mixed,120k - 150k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
412343,5,115,Female,1957,61,Post-Grad,Black,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
412345,22,115,Male,1971,47,Post-Grad,Hispanic,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
412355,5,115,Male,1961,57,Some College,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
412366,37,115,Male,1975,43,4-Year,Asian,60k - 70k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412387,5,115,Male,1948,70,Some College,Black,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
412409,43,115,Female,1969,49,Post-Grad,Asian,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
412419,4,115,Female,1987,31,Some College,White,Prefer not to say,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
412435,30,115,Female,1957,61,2-Year,Black,70k - 80k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
412440,43,115,Female,1954,64,Some College,Black,10k - 20k,Separated,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
412452,50,115,Female,1975,43,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
412459,25,115,Female,1989,29,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
412508,19,115,Male,1982,36,4-Year,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
412512,2,115,Female,1945,73,4-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
412531,16,115,Female,1988,30,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
412546,13,115,Male,1989,29,Post-Grad,White,60k - 70k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
412554,49,115,Male,1931,87,Post-Grad,White,150k+,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412574,5,115,Female,1986,32,2-Year,White,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
412589,39,115,Female,1994,24,4-Year,Asian,Prefer not to say,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
412592,45,115,Male,1992,26,4-Year,Hispanic,Prefer not to say,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
412606,23,115,Male,1961,57,Some College,Other,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412680,13,115,Male,1987,31,4-Year,White,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412687,42,115,Female,1987,31,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
412707,7,115,Female,1959,59,4-Year,Asian,120k - 150k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1]
412710,27,115,Male,1983,35,4-Year,Asian,40k - 50k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Democrat / Candidate 1]
412752,26,115,Male,1946,72,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
412771,37,115,Male,1979,39,4-Year,Asian,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
412805,18,115,Female,1990,28,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
412808,39,115,Male,1940,78,4-Year,Asian,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
412811,35,115,Male,1986,32,2-Year,Hispanic,70k - 80k,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412828,42,115,Female,1958,60,High School Graduate,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412873,4,115,Female,1949,69,4-Year,Other,Prefer not to say,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
412883,39,115,Female,1991,27,4-Year,White,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
412902,47,115,Female,1964,54,2-Year,Black,10k - 20k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
412921,19,115,Male,1984,34,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
412924,44,115,Female,1961,57,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Democrat / Candidate 1]
412928,1,115,Male,1933,85,High School Graduate,White,20k - 30k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
412946,35,115,Female,1958,60,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
412951,14,115,Male,1968,50,Post-Grad,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
412966,28,115,Female,1940,78,Some College,White,20k - 30k,Divorced,Most of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
412969,25,115,Male,1974,44,Some College,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
412981,13,115,Female,1965,53,4-Year,Other,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
412992,23,115,Female,1978,40,Post-Grad,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
412995,3,115,Female,1985,33,2-Year,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
413006,18,115,Female,1988,30,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
413033,13,115,Male,1937,81,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
413046,47,115,Female,1974,44,4-Year,Hispanic,50k - 60k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
